data,blur,noise,mode,c,method,iteration,oracle,network_forward,backtracks,mean_rel_primal_error,panel
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,916,3664,916,0,0.0012099823215976357,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,917,3668,917,0,0.0012096988502889872,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,918,3672,918,0,0.0012094213161617517,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,919,3676,919,0,0.0012091491371393204,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,920,3680,920,0,0.0012088824296370149,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,921,3684,921,0,0.0012086208444088697,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,922,3688,922,0,0.0012083644978702068,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,923,3692,923,0,0.0012081130407750607,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,924,3696,924,0,0.0012078669387847185,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,925,3700,925,0,0.0012076263083145022,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,926,3704,926,0,0.00120739103294909,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,927,3708,927,0,0.0012071615783497691,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,928,3712,928,0,0.0012069372460246086,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,929,3716,929,0,0.001206718385219574,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,930,3720,930,0,0.0012065049959346652,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,931,3724,931,0,0.0012062970781698823,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,932,3728,932,0,0.001206094864755869,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,933,3732,933,0,0.001205897773616016,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,934,3736,934,0,0.001205706037580967,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,935,3740,935,0,0.0012055200058966875,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,936,3744,936,0,0.001205339329317212,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,937,3748,937,0,0.001205163775011897,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,938,3752,938,0,0.0012049934593960643,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,939,3756,939,0,0.0012048282660543919,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,940,3760,940,0,0.0012046678457409143,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,941,3764,941,0,0.001204512664116919,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,942,3768,942,0,0.0012043619062751532,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,943,3772,943,0,0.0012042166199535131,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,944,3776,944,0,0.0012040758738294244,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,945,3780,945,0,0.001203940249979496,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,946,3784,946,0,0.001203809049911797,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,947,3788,947,0,0.0012036829721182585,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,948,3792,948,0,0.0012035614345222712,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,949,3796,949,0,0.0012034447863698006,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,950,3800,950,0,0.001203332794830203,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,951,3804,951,0,0.001203225227072835,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,952,3808,952,0,0.00120312231592834,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,953,3812,953,0,0.0012030242942273617,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,954,3816,954,0,0.001202931278385222,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,955,3820,955,0,0.001202843151986599,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,956,3824,956,0,0.001202759682200849,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,957,3828,957,0,0.0012026795884594321,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,958,3832,958,0,0.0012026014737784863,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,959,3836,959,0,0.0012025234755128622,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,960,3840,960,0,0.0012024453608319163,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,961,3844,961,0,0.001202368293888867,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,962,3848,962,0,0.0012022934388369322,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,963,3852,963,0,0.001202222192659974,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,964,3856,964,0,0.001202155603095889,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,965,3860,965,0,0.001202093088068068,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,966,3864,966,0,0.0012020351132377982,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,967,3868,967,0,0.001201980747282505,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,968,3872,968,0,0.0012019299902021885,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,969,3876,969,0,0.0012018829584121704,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,970,3880,970,0,0.0012018394190818071,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,971,3884,971,0,0.0012017996050417423,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,972,3888,972,0,0.001201763516291976,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,973,3892,973,0,0.0012017317349091172,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,974,3896,974,0,0.0012017041444778442,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,975,3900,975,0,0.0012016808614134789,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,976,3904,976,0,0.0012016620021313429,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,977,3908,977,0,0.0012016473338007927,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,978,3912,978,0,0.0012016365071758628,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,979,3916,979,0,0.0012016291730105877,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,980,3920,980,0,0.00120162486564368,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,981,3924,981,0,0.001201624283567071,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,982,3928,982,0,0.0012016268447041512,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,983,3932,983,0,0.0012016331311315298,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,984,3936,984,0,0.0012016426771879196,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,985,3940,985,0,0.0012016555992886424,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,986,3944,986,0,0.0012016722466796637,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,987,3948,987,0,0.0012016927357763052,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,988,3952,988,0,0.001201716484501958,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,989,3956,989,0,0.001201743958517909,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,990,3960,990,0,0.0012017748085781932,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,991,3964,991,0,0.0012018091510981321,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,992,3968,992,0,0.0012018471024930477,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,993,3972,993,0,0.0012018883135169744,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,994,3976,994,0,0.0012019325513392687,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,995,3980,995,0,0.0012019803980365396,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,996,3984,996,0,0.0012020310387015343,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,997,3988,997,0,0.0012020849389955401,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,998,3992,998,0,0.0012021419825032353,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,999,3996,999,0,0.0012022018199786544,b
synthetic,train,train,bv,0.5,learned-warped-bv-c0.5,1000,4000,1000,0,0.0012022650334984064,b
real,wide,high,bv,0.5,plain-FBHF,1,4,0,0,0.11074921488761902,c
real,wide,high,bv,0.5,plain-FBHF,2,8,0,0,0.1018507182598114,c
real,wide,high,bv,0.5,plain-FBHF,3,12,0,0,0.09482744336128235,c
real,wide,high,bv,0.5,plain-FBHF,4,16,0,0,0.09066332876682281,c
real,wide,high,bv,0.5,plain-FBHF,5,20,0,0,0.08872905373573303,c
real,wide,high,bv,0.5,plain-FBHF,6,24,0,0,0.08762064576148987,c
real,wide,high,bv,0.5,plain-FBHF,7,28,0,0,0.08630606532096863,c
real,wide,high,bv,0.5,plain-FBHF,8,32,0,0,0.08452139794826508,c
real,wide,high,bv,0.5,plain-FBHF,9,36,0,0,0.08245499432086945,c
real,wide,high,bv,0.5,plain-FBHF,10,40,0,0,0.08034766465425491,c
real,wide,high,bv,0.5,plain-FBHF,11,44,0,0,0.07832911610603333,c
real,wide,high,bv,0.5,plain-FBHF,12,48,0,0,0.07644066959619522,c
real,wide,high,bv,0.5,plain-FBHF,13,52,0,0,0.07469362020492554,c
real,wide,high,bv,0.5,plain-FBHF,14,56,0,0,0.07308696210384369,c
real,wide,high,bv,0.5,plain-FBHF,15,60,0,0,0.07159663736820221,c
real,wide,high,bv,0.5,plain-FBHF,16,64,0,0,0.07017867267131805,c
real,wide,high,bv,0.5,plain-FBHF,17,68,0,0,0.06879384815692902,c
real,wide,high,bv,0.5,plain-FBHF,18,72,0,0,0.0674305111169815,c
real,wide,high,bv,0.5,plain-FBHF,19,76,0,0,0.06610465049743652,c
real,wide,high,bv,0.5,plain-FBHF,20,80,0,0,0.06484149396419525,c
real,wide,high,bv,0.5,plain-FBHF,21,84,0,0,0.06365573406219482,c
real,wide,high,bv,0.5,plain-FBHF,22,88,0,0,0.06254448741674423,c
real,wide,high,bv,0.5,plain-FBHF,23,92,0,0,0.061493050307035446,c
real,wide,high,bv,0.5,plain-FBHF,24,96,0,0,0.06048542261123657,c
real,wide,high,bv,0.5,plain-FBHF,25,100,0,0,0.05951129272580147,c
real,wide,high,bv,0.5,plain-FBHF,26,104,0,0,0.058567263185977936,c
real,wide,high,bv,0.5,plain-FBHF,27,108,0,0,0.05765452980995178,c
real,wide,high,bv,0.5,plain-FBHF,28,112,0,0,0.05677599087357521,c
real,wide,high,bv,0.5,plain-FBHF,29,116,0,0,0.055933877825737,c
real,wide,high,bv,0.5,plain-FBHF,30,120,0,0,0.05512828007340431,c
real,wide,high,bv,0.5,plain-FBHF,31,124,0,0,0.05435670167207718,c
real,wide,high,bv,0.5,plain-FBHF,32,128,0,0,0.053614892065525055,c
real,wide,high,bv,0.5,plain-FBHF,33,132,0,0,0.05289845168590546,c
real,wide,high,bv,0.5,plain-FBHF,34,136,0,0,0.05220435932278633,c
real,wide,high,bv,0.5,plain-FBHF,35,140,0,0,0.051531508564949036,c
real,wide,high,bv,0.5,plain-FBHF,36,144,0,0,0.05088011547923088,c
real,wide,high,bv,0.5,plain-FBHF,37,148,0,0,0.0502505898475647,c
real,wide,high,bv,0.5,plain-FBHF,38,152,0,0,0.0496426597237587,c
real,wide,high,bv,0.5,plain-FBHF,39,156,0,0,0.0490550771355629,c
real,wide,high,bv,0.5,plain-FBHF,40,160,0,0,0.048486024141311646,c
real,wide,high,bv,0.5,plain-FBHF,41,164,0,0,0.0479336753487587,c
real,wide,high,bv,0.5,plain-FBHF,42,168,0,0,0.04739660769701004,c
real,wide,high,bv,0.5,plain-FBHF,43,172,0,0,0.04687392711639404,c
real,wide,high,bv,0.5,plain-FBHF,44,176,0,0,0.04636513814330101,c
real,wide,high,bv,0.5,plain-FBHF,45,180,0,0,0.045869868248701096,c
real,wide,high,bv,0.5,plain-FBHF,46,184,0,0,0.04538765549659729,c
real,wide,high,bv,0.5,plain-FBHF,47,188,0,0,0.04491782560944557,c
real,wide,high,bv,0.5,plain-FBHF,48,192,0,0,0.044459521770477295,c
real,wide,high,bv,0.5,plain-FBHF,49,196,0,0,0.04401184618473053,c
real,wide,high,bv,0.5,plain-FBHF,50,200,0,0,0.04357404634356499,c
real,wide,high,bv,0.5,plain-FBHF,51,204,0,0,0.04314558207988739,c
real,wide,high,bv,0.5,plain-FBHF,52,208,0,0,0.04272610694169998,c
real,wide,high,bv,0.5,plain-FBHF,53,212,0,0,0.04231536388397217,c
real,wide,high,bv,0.5,plain-FBHF,54,216,0,0,0.041913051158189774,c
real,wide,high,bv,0.5,plain-FBHF,55,220,0,0,0.04151880741119385,c
real,wide,high,bv,0.5,plain-FBHF,56,224,0,0,0.041132234036922455,c
real,wide,high,bv,0.5,plain-FBHF,57,228,0,0,0.04075295478105545,c
real,wide,high,bv,0.5,plain-FBHF,58,232,0,0,0.04038064181804657,c
real,wide,high,bv,0.5,plain-FBHF,59,236,0,0,0.040015045553445816,c
real,wide,high,bv,0.5,plain-FBHF,60,240,0,0,0.03965601325035095,c
real,wide,high,bv,0.5,plain-FBHF,61,244,0,0,0.03930344432592392,c
real,wide,high,bv,0.5,plain-FBHF,62,248,0,0,0.03895729035139084,c
real,wide,high,bv,0.5,plain-FBHF,63,252,0,0,0.03861747309565544,c
real,wide,high,bv,0.5,plain-FBHF,64,256,0,0,0.038283877074718475,c
real,wide,high,bv,0.5,plain-FBHF,65,260,0,0,0.0379563570022583,c
real,wide,high,bv,0.5,plain-FBHF,66,264,0,0,0.03763476386666298,c
real,wide,high,bv,0.5,plain-FBHF,67,268,0,0,0.03731897845864296,c
real,wide,high,bv,0.5,plain-FBHF,68,272,0,0,0.03700888156890869,c
real,wide,high,bv,0.5,plain-FBHF,69,276,0,0,0.036704398691654205,c
real,wide,high,bv,0.5,plain-FBHF,70,280,0,0,0.036405451595783234,c
real,wide,high,bv,0.5,plain-FBHF,71,284,0,0,0.03611193224787712,c
real,wide,high,bv,0.5,plain-FBHF,72,288,0,0,0.035823699086904526,c
real,wide,high,bv,0.5,plain-FBHF,73,292,0,0,0.03554060310125351,c
real,wide,high,bv,0.5,plain-FBHF,74,296,0,0,0.03526248410344124,c
real,wide,high,bv,0.5,plain-FBHF,75,300,0,0,0.034989189356565475,c
real,wide,high,bv,0.5,plain-FBHF,76,304,0,0,0.03472057729959488,c
real,wide,high,bv,0.5,plain-FBHF,77,308,0,0,0.03445649892091751,c
real,wide,high,bv,0.5,plain-FBHF,78,312,0,0,0.03419684246182442,c
real,wide,high,bv,0.5,plain-FBHF,79,316,0,0,0.033941470086574554,c
real,wide,high,bv,0.5,plain-FBHF,80,320,0,0,0.03369024395942688,c
real,wide,high,bv,0.5,plain-FBHF,81,324,0,0,0.03344302624464035,c
real,wide,high,bv,0.5,plain-FBHF,82,328,0,0,0.033199675381183624,c
real,wide,high,bv,0.5,plain-FBHF,83,332,0,0,0.03296007215976715,c
real,wide,high,bv,0.5,plain-FBHF,84,336,0,0,0.03272409737110138,c
real,wide,high,bv,0.5,plain-FBHF,85,340,0,0,0.032491669058799744,c
real,wide,high,bv,0.5,plain-FBHF,86,344,0,0,0.03226270154118538,c
real,wide,high,bv,0.5,plain-FBHF,87,348,0,0,0.032037120312452316,c
real,wide,high,bv,0.5,plain-FBHF,88,352,0,0,0.03181486576795578,c
real,wide,high,bv,0.5,plain-FBHF,89,356,0,0,0.0315958596765995,c
real,wide,high,bv,0.5,plain-FBHF,90,360,0,0,0.03138003498315811,c
real,wide,high,bv,0.5,plain-FBHF,91,364,0,0,0.031167317181825638,c
real,wide,high,bv,0.5,plain-FBHF,92,368,0,0,0.030957629904150963,c
real,wide,high,bv,0.5,plain-FBHF,93,372,0,0,0.030750898644328117,c
real,wide,high,bv,0.5,plain-FBHF,94,376,0,0,0.030547048896551132,c
real,wide,high,bv,0.5,plain-FBHF,95,380,0,0,0.03034599870443344,c
real,wide,high,bv,0.5,plain-FBHF,96,384,0,0,0.03014765866100788,c
real,wide,high,bv,0.5,plain-FBHF,97,388,0,0,0.029951948672533035,c
real,wide,high,bv,0.5,plain-FBHF,98,392,0,0,0.029758788645267487,c
real,wide,high,bv,0.5,plain-FBHF,99,396,0,0,0.029568105936050415,c
real,wide,high,bv,0.5,plain-FBHF,100,400,0,0,0.02937983348965645,c
real,wide,high,bv,0.5,plain-FBHF,101,404,0,0,0.02919391542673111,c
real,wide,high,bv,0.5,plain-FBHF,102,408,0,0,0.029010292142629623,c
real,wide,high,bv,0.5,plain-FBHF,103,412,0,0,0.028828904032707214,c
real,wide,high,bv,0.5,plain-FBHF,104,416,0,0,0.028649715706706047,c
real,wide,high,bv,0.5,plain-FBHF,105,420,0,0,0.028472675010561943,c
real,wide,high,bv,0.5,plain-FBHF,106,424,0,0,0.028297748416662216,c
real,wide,high,bv,0.5,plain-FBHF,107,428,0,0,0.028124898672103882,c
real,wide,high,bv,0.5,plain-FBHF,108,432,0,0,0.0279541015625,c
real,wide,high,bv,0.5,plain-FBHF,109,436,0,0,0.02778533101081848,c
real,wide,high,bv,0.5,plain-FBHF,110,440,0,0,0.027618564665317535,c
real,wide,high,bv,0.5,plain-FBHF,111,444,0,0,0.027453778311610222,c
real,wide,high,bv,0.5,plain-FBHF,112,448,0,0,0.0272909477353096,c
real,wide,high,bv,0.5,plain-FBHF,113,452,0,0,0.027130048722028732,c
real,wide,high,bv,0.5,plain-FBHF,114,456,0,0,0.026971053332090378,c
real,wide,high,bv,0.5,plain-FBHF,115,460,0,0,0.026813935488462448,c
real,wide,high,bv,0.5,plain-FBHF,116,464,0,0,0.026658663526177406,c
real,wide,high,bv,0.5,plain-FBHF,117,468,0,0,0.026505205780267715,c
real,wide,high,bv,0.5,plain-FBHF,118,472,0,0,0.02635352872312069,c
real,wide,high,bv,0.5,plain-FBHF,119,476,0,0,0.026203595101833344,c
real,wide,high,bv,0.5,plain-FBHF,120,480,0,0,0.026055369526147842,c
real,wide,high,bv,0.5,plain-FBHF,121,484,0,0,0.025908812880516052,c
real,wide,high,bv,0.5,plain-FBHF,122,488,0,0,0.025763891637325287,c
real,wide,high,bv,0.5,plain-FBHF,123,492,0,0,0.02562057040631771,c
real,wide,high,bv,0.5,plain-FBHF,124,496,0,0,0.02547880820930004,c
real,wide,high,bv,0.5,plain-FBHF,125,500,0,0,0.02533857896924019,c
real,wide,high,bv,0.5,plain-FBHF,126,504,0,0,0.02519984543323517,c
real,wide,high,bv,0.5,plain-FBHF,127,508,0,0,0.025062579661607742,c
real,wide,high,bv,0.5,plain-FBHF,128,512,0,0,0.02492675557732582,c
real,wide,high,bv,0.5,plain-FBHF,129,516,0,0,0.024792343378067017,c
real,wide,high,bv,0.5,plain-FBHF,130,520,0,0,0.024659322574734688,c
real,wide,high,bv,0.5,plain-FBHF,131,524,0,0,0.024527663365006447,c
real,wide,high,bv,0.5,plain-FBHF,132,528,0,0,0.024397341534495354,c
real,wide,high,bv,0.5,plain-FBHF,133,532,0,0,0.02426833100616932,c
real,wide,high,bv,0.5,plain-FBHF,134,536,0,0,0.024140603840351105,c
real,wide,high,bv,0.5,plain-FBHF,135,540,0,0,0.024014141410589218,c
real,wide,high,bv,0.5,plain-FBHF,136,544,0,0,0.02388891763985157,c
real,wide,high,bv,0.5,plain-FBHF,137,548,0,0,0.023764915764331818,c
real,wide,high,bv,0.5,plain-FBHF,138,552,0,0,0.02364211715757847,c
real,wide,high,bv,0.5,plain-FBHF,139,556,0,0,0.02352050133049488,c
real,wide,high,bv,0.5,plain-FBHF,140,560,0,0,0.02340005524456501,c
real,wide,high,bv,0.5,plain-FBHF,141,564,0,0,0.023280760273337364,c
real,wide,high,bv,0.5,plain-FBHF,142,568,0,0,0.023162608966231346,c
real,wide,high,bv,0.5,plain-FBHF,143,572,0,0,0.023045578971505165,c
real,wide,high,bv,0.5,plain-FBHF,144,576,0,0,0.022929664701223373,c
real,wide,high,bv,0.5,plain-FBHF,145,580,0,0,0.022814854979515076,c
real,wide,high,bv,0.5,plain-FBHF,146,584,0,0,0.02270113117992878,c
real,wide,high,bv,0.5,plain-FBHF,147,588,0,0,0.02258848398923874,c
real,wide,high,bv,0.5,plain-FBHF,148,592,0,0,0.02247690036892891,c
real,wide,high,bv,0.5,plain-FBHF,149,596,0,0,0.02236635982990265,c
real,wide,high,bv,0.5,plain-FBHF,150,600,0,0,0.02225685305893421,c
real,wide,high,bv,0.5,plain-FBHF,151,604,0,0,0.022148363292217255,c
real,wide,high,bv,0.5,plain-FBHF,152,608,0,0,0.022040877491235733,c
real,wide,high,bv,0.5,plain-FBHF,153,612,0,0,0.021934375166893005,c
real,wide,high,bv,0.5,plain-FBHF,154,616,0,0,0.021828843280673027,c
real,wide,high,bv,0.5,plain-FBHF,155,620,0,0,0.021724265068769455,c
real,wide,high,bv,0.5,plain-FBHF,156,624,0,0,0.021620623767375946,c
real,wide,high,bv,0.5,plain-FBHF,157,628,0,0,0.021517904475331306,c
real,wide,high,bv,0.5,plain-FBHF,158,632,0,0,0.02141609415411949,c
real,wide,high,bv,0.5,plain-FBHF,159,636,0,0,0.021315183490514755,c
real,wide,high,bv,0.5,plain-FBHF,160,640,0,0,0.021215159446001053,c
real,wide,high,bv,0.5,plain-FBHF,161,644,0,0,0.02111601084470749,c
real,wide,high,bv,0.5,plain-FBHF,162,648,0,0,0.021017730236053467,c
real,wide,high,bv,0.5,plain-FBHF,163,652,0,0,0.02092030644416809,c
real,wide,high,bv,0.5,plain-FBHF,164,656,0,0,0.020823732018470764,c
real,wide,high,bv,0.5,plain-FBHF,165,660,0,0,0.020727990195155144,c
real,wide,high,bv,0.5,plain-FBHF,166,664,0,0,0.020633071660995483,c
real,wide,high,bv,0.5,plain-FBHF,167,668,0,0,0.020538967102766037,c
real,wide,high,bv,0.5,plain-FBHF,168,672,0,0,0.020445656031370163,c
real,wide,high,bv,0.5,plain-FBHF,169,676,0,0,0.020353130996227264,c
real,wide,high,bv,0.5,plain-FBHF,170,680,0,0,0.020261377096176147,c
real,wide,high,bv,0.5,plain-FBHF,171,684,0,0,0.02017037943005562,c
real,wide,high,bv,0.5,plain-FBHF,172,688,0,0,0.02008013240993023,c
real,wide,high,bv,0.5,plain-FBHF,173,692,0,0,0.019990622997283936,c
real,wide,high,bv,0.5,plain-FBHF,174,696,0,0,0.019901834428310394,c
real,wide,high,bv,0.5,plain-FBHF,175,700,0,0,0.019813764840364456,c
real,wide,high,bv,0.5,plain-FBHF,176,704,0,0,0.019726399332284927,c
real,wide,high,bv,0.5,plain-FBHF,177,708,0,0,0.019639726728200912,c
real,wide,high,bv,0.5,plain-FBHF,178,712,0,0,0.019553737714886665,c
real,wide,high,bv,0.5,plain-FBHF,179,716,0,0,0.01946842297911644,c
real,wide,high,bv,0.5,plain-FBHF,180,720,0,0,0.01938377320766449,c
real,wide,high,bv,0.5,plain-FBHF,181,724,0,0,0.019299780949950218,c
real,wide,high,bv,0.5,plain-FBHF,182,728,0,0,0.019216440618038177,c
real,wide,high,bv,0.5,plain-FBHF,183,732,0,0,0.019133741036057472,c
real,wide,high,bv,0.5,plain-FBHF,184,736,0,0,0.019051680341362953,c
real,wide,high,bv,0.5,plain-FBHF,185,740,0,0,0.018970247358083725,c
real,wide,high,bv,0.5,plain-FBHF,186,744,0,0,0.01888943649828434,c
real,wide,high,bv,0.5,plain-FBHF,187,748,0,0,0.0188092403113842,c
real,wide,high,bv,0.5,plain-FBHF,188,752,0,0,0.01872965320944786,c
real,wide,high,bv,0.5,plain-FBHF,189,756,0,0,0.018650664016604424,c
real,wide,high,bv,0.5,plain-FBHF,190,760,0,0,0.018572267144918442,c
real,wide,high,bv,0.5,plain-FBHF,191,764,0,0,0.01849445328116417,c
real,wide,high,bv,0.5,plain-FBHF,192,768,0,0,0.01841721497476101,c
real,wide,high,bv,0.5,plain-FBHF,193,772,0,0,0.018340542912483215,c
real,wide,high,bv,0.5,plain-FBHF,194,776,0,0,0.01826443150639534,c
real,wide,high,bv,0.5,plain-FBHF,195,780,0,0,0.018188871443271637,c
real,wide,high,bv,0.5,plain-FBHF,196,784,0,0,0.018113858997821808,c
real,wide,high,bv,0.5,plain-FBHF,197,788,0,0,0.018039382994174957,c
real,wide,high,bv,0.5,plain-FBHF,198,792,0,0,0.017965439707040787,c
real,wide,high,bv,0.5,plain-FBHF,199,796,0,0,0.017892025411128998,c
real,wide,high,bv,0.5,plain-FBHF,200,800,0,0,0.017819134518504143,c
real,wide,high,bv,0.5,plain-FBHF,201,804,0,0,0.017746761441230774,c
real,wide,high,bv,0.5,plain-FBHF,202,808,0,0,0.017674898728728294,c
real,wide,high,bv,0.5,plain-FBHF,203,812,0,0,0.017603544518351555,c
real,wide,high,bv,0.5,plain-FBHF,204,816,0,0,0.017532695084810257,c
real,wide,high,bv,0.5,plain-FBHF,205,820,0,0,0.017462342977523804,c
real,wide,high,bv,0.5,plain-FBHF,206,824,0,0,0.017392490059137344,c
real,wide,high,bv,0.5,plain-FBHF,207,828,0,0,0.017323128879070282,c
real,wide,high,bv,0.5,plain-FBHF,208,832,0,0,0.017254257574677467,c
real,wide,high,bv,0.5,plain-FBHF,209,836,0,0,0.017185870558023453,c
real,wide,high,bv,0.5,plain-FBHF,210,840,0,0,0.01711796596646309,c
real,wide,high,bv,0.5,plain-FBHF,211,844,0,0,0.01705053821206093,c
real,wide,high,bv,0.5,plain-FBHF,212,848,0,0,0.016983581706881523,c
real,wide,high,bv,0.5,plain-FBHF,213,852,0,0,0.016917090862989426,c
real,wide,high,bv,0.5,plain-FBHF,214,856,0,0,0.016851060092449188,c
real,wide,high,bv,0.5,plain-FBHF,215,860,0,0,0.016785483807325363,c
real,wide,high,bv,0.5,plain-FBHF,216,864,0,0,0.016720354557037354,c
real,wide,high,bv,0.5,plain-FBHF,217,868,0,0,0.016655664891004562,c
real,wide,high,bv,0.5,plain-FBHF,218,872,0,0,0.01659141108393669,c
real,wide,high,bv,0.5,plain-FBHF,219,876,0,0,0.016527589410543442,c
real,wide,high,bv,0.5,plain-FBHF,220,880,0,0,0.016464192420244217,c
real,wide,high,bv,0.5,plain-FBHF,221,884,0,0,0.016401216387748718,c
real,wide,high,bv,0.5,plain-FBHF,222,888,0,0,0.016338655725121498,c
real,wide,high,bv,0.5,plain-FBHF,223,892,0,0,0.01627650484442711,c
real,wide,high,bv,0.5,plain-FBHF,224,896,0,0,0.01621476374566555,c
real,wide,high,bv,0.5,plain-FBHF,225,900,0,0,0.016153423115611076,c
real,wide,high,bv,0.5,plain-FBHF,226,904,0,0,0.016092482954263687,c
real,wide,high,bv,0.5,plain-FBHF,227,908,0,0,0.016031937673687935,c
real,wide,high,bv,0.5,plain-FBHF,228,912,0,0,0.01597178354859352,c
real,wide,high,bv,0.5,plain-FBHF,229,916,0,0,0.015912016853690147,c
real,wide,high,bv,0.5,plain-FBHF,230,920,0,0,0.015852632001042366,c
real,wide,high,bv,0.5,plain-FBHF,231,924,0,0,0.015793628990650177,c
real,wide,high,bv,0.5,plain-FBHF,232,928,0,0,0.015734998509287834,c
real,wide,high,bv,0.5,plain-FBHF,233,932,0,0,0.015676740556955338,c
real,wide,high,bv,0.5,plain-FBHF,234,936,0,0,0.015618848614394665,c
real,wide,high,bv,0.5,plain-FBHF,235,940,0,0,0.015561319887638092,c
